customer_id,gender,senior_citizen,partner,dependents,tenure_months,internet_service,contract,monthly_charges,total_charges,payment_method,paperless_billing,tech_support,device_protection,churn
CUST100812,Male,0,Yes,No,22,No,Two year,75.55,1653.08,Electronic check,Yes,No,No internet,No
CUST100813,Female,0,No,No,60,DSL,Month-to-month,86.37,5234.4,Mailed check,Yes,Yes,Yes,No
CUST100814,Female,0,No,No,64,Fiber optic,Two year,90.55,5763.13,Electronic check,No,No internet,No,No
CUST100815,Male,1,No,No,72,DSL,Month-to-month,96.97,7180.66,Bank transfer,No,Yes,Yes,No
CUST100816,Female,0,No,No,11,DSL,One year,106.3,1181.51,Electronic check,Yes,No,No,No
CUST100817,Female,0,No,No,14,Fiber optic,Month-to-month,87.18,1274.43,Electronic check,Yes,No internet,Yes,No
CUST100818,Male,0,Yes,No,60,Fiber optic,One year,119.18,7163.72,Credit card,Yes,No,No internet,No
CUST100819,Female,0,No,No,30,Fiber optic,Month-to-month,74.99,,Bank transfer,Yes,No internet,No,Yes
CUST100820,Female,0,Yes,No,35,DSL,One year,67.67,2327.88,Electronic check,Yes,No,Yes,No
CUST100821,Male,0,No,Yes,37,DSL,Month-to-month,87.18,3133.92,Bank transfer,Yes,Yes,Yes,No
CUST100822,Female,0,No,Yes,5,Fiber optic,Two year,66.59,195.16,Electronic check,No,No,No,No
CUST100823,Female,0,Yes,Yes,26,No,Month-to-month,118.31,3152.04,Mailed check,Yes,Yes,Yes,No
CUST100824,Male,0,No,No,62,Fiber optic,Month-to-month,100.27,6168.0,Bank transfer,No,Yes,Yes,No
CUST100825,Male,0,Yes,No,4,Fiber optic,One year,90.76,357.9,Electronic check,No,No,No,No
CUST100826,Female,0,No,Yes,42,Fiber optic,Month-to-month,75.29,3284.8,Mailed check,Yes,No,No,Yes
CUST100827,Male,0,No,No,18,Fiber optic,One year,61.81,1206.09,Bank transfer,Yes,No internet,Yes,Yes
CUST100828,Female,0,No,Yes,40,Fiber optic,Two year,89.53,3593.2,Credit card,No,No internet,No,No
CUST100829,Male,0,No,Yes,72,Fiber optic,One year,43.82,3138.19,Mailed check,No,No internet,No,No
CUST100830,Female,0,No,No,39,DSL,Month-to-month,110.36,4291.77,Electronic check,Yes,Yes,No internet,No
CUST100831,Male,0,Yes,No,14,Fiber optic,One year,67.56,1122.04,Electronic check,Yes,No,No,No
CUST100832,Female,0,Yes,Yes,32,DSL,One year,79.63,2561.95,Mailed check,No,No,No,No
CUST100833,Female,1,No,Yes,51,DSL,Two year,49.26,2751.61,Electronic check,Yes,No internet,No,No
CUST100834,Female,0,Yes,Yes,38,Fiber optic,Month-to-month,90.07,3318.61,Mailed check,Yes,No,No,Yes
CUST100835,Male,0,No,No,23,DSL,Month-to-month,60.66,1398.94,Bank transfer,No,Yes,Yes,No
CUST100836,Male,0,Yes,No,63,Fiber optic,Month-to-month,88.23,5651.75,Electronic check,No,No internet,Yes,No
CUST100837,Female,0,Yes,No,15,DSL,Month-to-month,90.93,1450.36,Electronic check,No,Yes,No,No
CUST100838,Male,0,No,No,25,No,Month-to-month,55.81,1445.78,Mailed check,Yes,No,No internet,No
CUST100839,Male,0,Yes,No,17,Fiber optic,Month-to-month,43.91,697.64,Electronic check,Yes,No,No internet,Yes
CUST100840,Male,0,No,Yes,66,No,Two year,110.3,7174.76,Credit card,No,No,No,No
CUST100841,Male,1,No,No,53,DSL,Two year,67.19,3546.77,Mailed check,No,No,No,No
CUST100842,Male,0,Yes,No,51,No,One year,77.62,4042.08,Credit card,Yes,No,Yes,No
CUST100843,Male,0,Yes,No,39,DSL,Month-to-month,84.14,3417.46,Credit card,No,No,Yes,No
CUST100844,Female,0,Yes,No,51,Fiber optic,Month-to-month,40.66,2082.53,Credit card,Yes,Yes,No,No
CUST100845,Female,0,No,Yes,70,No,Two year,83.57,5842.05,Electronic check,Yes,Yes,No,No
CUST100846,Male,0,Yes,Yes,6,Fiber optic,Two year,74.48,463.58,Credit card,Yes,Yes,Yes,No
CUST100847,Male,0,No,No,67,Fiber optic,Two year,55.91,3763.58,Electronic check,No,No,No,No
CUST100848,Male,0,No,No,7,Fiber optic,One year,43.09,396.56,Electronic check,No,Yes,No,No
CUST100849,Female,1,Yes,No,51,Fiber optic,Month-to-month,87.15,4415.18,Mailed check,No,No,No internet,No
CUST100850,Female,1,No,No,72,DSL,Two year,100.19,7204.22,Electronic check,Yes,No,Yes,No
CUST100851,Male,0,No,No,42,DSL,Month-to-month,76.46,3248.28,Electronic check,No,No,No,No
CUST100852,Female,0,Yes,No,64,No,Month-to-month,36.14,2262.38,Electronic check,Yes,No,No,No
CUST100853,Female,0,No,Yes,15,Fiber optic,One year,45.57,610.0,Electronic check,Yes,No,Yes,No
CUST100854,Female,0,Yes,No,29,No,Month-to-month,61.2,1887.09,Bank transfer,Yes,No,No,No
CUST100855,Female,0,No,No,33,No,Month-to-month,111.12,,Electronic check,Yes,No,Yes,Yes
CUST100856,Female,1,Yes,No,27,Fiber optic,Month-to-month,65.83,1848.66,Bank transfer,Yes,Yes,No,Yes
CUST100857,Female,0,No,Yes,36,Fiber optic,Month-to-month,60.29,2225.66,Credit card,Yes,No internet,No,No
CUST100858,Male,0,Yes,Yes,29,DSL,Two year,30.16,764.61,Mailed check,Yes,No,No internet,No
CUST100859,Female,1,Yes,Yes,38,DSL,Month-to-month,55.58,2059.84,Bank transfer,Yes,Yes,No,No
CUST100860,Male,1,Yes,No,57,DSL,Month-to-month,41.18,2352.36,Credit card,Yes,No,Yes,No
CUST100861,Male,0,No,No,27,DSL,Month-to-month,46.92,1247.59,Electronic check,Yes,No internet,No internet,No
CUST100862,Female,0,No,Yes,55,DSL,Month-to-month,75.0,4144.58,Mailed check,Yes,Yes,No internet,No
CUST100863,Female,0,Yes,Yes,33,Fiber optic,Month-to-month,61.97,2059.86,Credit card,No,No,No,No
CUST100864,Male,0,No,No,68,DSL,One year,114.49,7848.17,Credit card,Yes,Yes,Yes,No
CUST100865,Female,0,Yes,No,66,Fiber optic,Month-to-month,98.95,6527.21,Bank transfer,No,No,Yes,No
CUST100866,Male,0,No,No,10,DSL,One year,56.78,573.36,Electronic check,No,No internet,No,No
CUST100867,Male,1,No,Yes,5,DSL,Two year,49.08,130.41,Credit card,No,No,No,No
CUST100868,Female,0,No,No,38,DSL,One year,106.57,4001.57,Electronic check,No,No,Yes,No
CUST100869,Female,0,No,No,13,No,Month-to-month,113.5,1431.37,Mailed check,Yes,No internet,No,Yes
CUST100870,Female,0,Yes,Yes,31,Fiber optic,Month-to-month,20.0,584.48,Mailed check,Yes,No,Yes,No
CUST100871,Male,0,No,Yes,47,DSL,Two year,74.32,3463.36,Mailed check,Yes,No,No internet,No
CUST100872,Male,1,Yes,No,52,DSL,Month-to-month,65.7,3464.4,Credit card,No,No,No internet,No
CUST100873,Female,0,No,No,56,No,Two year,88.23,5082.65,Credit card,Yes,No,No,No
CUST100874,Female,0,No,No,15,DSL,Two year,120.57,1700.56,Bank transfer,Yes,No,Yes,No
CUST100875,Female,0,No,No,29,Fiber optic,Two year,59.9,1721.08,Electronic check,No,No internet,No,No
CUST100876,Female,0,No,No,8,No,Two year,20.48,94.56,Bank transfer,No,No,Yes,No
CUST100877,Male,1,Yes,No,5,DSL,One year,86.48,325.33,Bank transfer,No,No,Yes,No
CUST100878,Female,0,Yes,No,29,Fiber optic,Month-to-month,106.75,3053.52,Mailed check,Yes,Yes,No,Yes
CUST100879,Male,0,Yes,No,47,DSL,Two year,64.41,2943.06,Credit card,Yes,No,Yes,No
CUST100880,Female,0,Yes,Yes,68,No,Month-to-month,54.37,3715.77,Credit card,Yes,No,No,No
CUST100881,Male,1,Yes,Yes,45,DSL,Month-to-month,61.07,2735.14,Bank transfer,Yes,No,Yes,No
CUST100882,Male,0,Yes,No,2,Fiber optic,One year,93.26,162.64,Electronic check,No,Yes,Yes,No
CUST100883,Male,0,Yes,Yes,27,DSL,One year,60.64,1661.91,Bank transfer,Yes,No internet,Yes,No
CUST100884,Female,0,Yes,No,36,DSL,Two year,80.22,2773.38,Credit card,Yes,Yes,No,No
CUST100885,Female,0,Yes,Yes,36,DSL,One year,72.7,2536.17,Mailed check,Yes,Yes,Yes,No
CUST100886,Female,0,Yes,No,26,Fiber optic,Month-to-month,70.12,1851.53,Credit card,No,No,No internet,No
CUST100887,Male,0,Yes,Yes,43,Fiber optic,Two year,89.53,3767.91,Electronic check,Yes,No,No,No
CUST100888,Female,1,Yes,No,27,DSL,Two year,60.04,1457.74,Bank transfer,No,Yes,No,No
CUST100889,Female,0,Yes,No,69,DSL,One year,61.24,4353.75,Bank transfer,No,No,No internet,No
CUST100890,Female,0,Yes,Yes,20,Fiber optic,Month-to-month,91.94,1866.17,Bank transfer,Yes,No,No,Yes
CUST100891,Male,0,No,No,11,Fiber optic,Month-to-month,47.33,601.92,Credit card,Yes,Yes,No,No
CUST100892,Female,0,Yes,No,38,Fiber optic,One year,49.99,1841.59,Electronic check,No,Yes,Yes,No
CUST100893,Male,0,No,No,6,DSL,Month-to-month,40.49,132.34,Electronic check,No,No internet,No,Yes
CUST100894,Male,0,Yes,No,72,Fiber optic,Month-to-month,93.23,6735.58,Bank transfer,Yes,Yes,No,Yes
CUST100895,Female,0,No,No,23,Fiber optic,One year,69.37,1507.38,Electronic check,Yes,Yes,Yes,No
CUST100896,Female,0,No,No,47,Fiber optic,Month-to-month,39.16,1922.06,Mailed check,No,No,Yes,No
CUST100897,Male,0,Yes,No,46,DSL,Month-to-month,93.35,4313.18,Electronic check,Yes,No,No,No
CUST100898,Female,0,Yes,No,12,Fiber optic,Month-to-month,58.11,712.93,Electronic check,Yes,No,Yes,Yes
CUST100899,Male,0,No,Yes,13,Fiber optic,Month-to-month,50.21,669.21,Bank transfer,No,No internet,No,No
CUST100900,Male,0,No,No,62,No,One year,67.11,4323.52,Bank transfer,Yes,No,Yes,No
CUST100901,Male,1,Yes,No,60,Fiber optic,Month-to-month,108.97,6590.59,Electronic check,No,Yes,No,No
CUST100902,Female,0,No,No,43,Fiber optic,Month-to-month,62.13,2655.38,Electronic check,Yes,No,Yes,No
CUST100903,Male,0,No,Yes,68,No,One year,86.38,5884.78,Electronic check,Yes,No,No,No
CUST100904,Male,0,Yes,Yes,5,Fiber optic,Two year,90.18,381.31,Mailed check,No,Yes,Yes,No
CUST100905,Female,0,Yes,No,37,DSL,One year,83.08,3032.02,Electronic check,Yes,Yes,No,Yes
CUST100906,Male,0,Yes,Yes,72,Fiber optic,Month-to-month,103.78,7572.27,Mailed check,No,No,No internet,No
CUST100907,Male,0,Yes,Yes,31,DSL,Month-to-month,54.32,1687.32,Bank transfer,Yes,Yes,No,No
CUST100908,Female,0,Yes,Yes,9,Fiber optic,Two year,45.92,474.3,Bank transfer,Yes,No internet,Yes,No
CUST100909,Male,0,Yes,No,51,DSL,Month-to-month,45.43,2245.77,Electronic check,Yes,No,No,No
CUST100910,Female,0,Yes,No,29,Fiber optic,One year,68.39,2051.03,Bank transfer,No,Yes,No,Yes
CUST100911,Female,0,No,No,40,Fiber optic,Month-to-month,48.32,1916.98,Credit card,Yes,Yes,No internet,No
CUST100912,Male,0,No,No,41,DSL,Month-to-month,75.69,3121.48,Mailed check,Yes,No internet,No,No
CUST100913,Female,0,Yes,No,11,No,Two year,73.92,817.96,Electronic check,Yes,No,Yes,No
CUST100914,Male,0,Yes,No,23,Fiber optic,One year,97.46,2256.15,Bank transfer,No,No,Yes,No
CUST100915,Female,0,No,Yes,1,DSL,One year,79.28,79.28,Electronic check,Yes,No,No,Yes
CUST100916,Male,0,Yes,No,46,Fiber optic,Month-to-month,61.6,2936.34,Bank transfer,No,No internet,Yes,No
CUST100917,Female,1,Yes,No,21,DSL,Month-to-month,82.27,1607.26,Credit card,No,No,No internet,No
CUST100918,Male,0,No,Yes,36,Fiber optic,One year,46.25,1707.68,Mailed check,Yes,Yes,No internet,No
CUST100919,Male,0,Yes,No,54,DSL,One year,71.05,3783.23,Bank transfer,Yes,Yes,No,Yes
CUST100920,Female,0,Yes,No,57,Fiber optic,Month-to-month,79.99,4482.93,Bank transfer,No,No,Yes,No
CUST100921,Male,1,No,No,1,Fiber optic,Month-to-month,75.23,246.29,Electronic check,Yes,No internet,No,Yes
CUST100922,Male,0,Yes,Yes,63,Fiber optic,Month-to-month,82.38,5113.86,Electronic check,No,Yes,No,No
CUST100923,Female,0,No,Yes,54,Fiber optic,Two year,55.9,2873.22,Credit card,Yes,No,No,No
CUST100924,Female,0,Yes,No,55,No,One year,100.8,5620.47,Credit card,Yes,Yes,Yes,No
CUST100925,Female,0,Yes,Yes,40,No,Two year,117.55,4662.53,Credit card,No,No internet,No,No
CUST100926,Male,0,Yes,No,15,DSL,Month-to-month,31.93,580.92,Credit card,Yes,No,Yes,No
CUST100927,Male,0,No,No,21,Fiber optic,Two year,41.61,693.7,Electronic check,Yes,No,Yes,No
CUST100928,Male,0,No,No,47,Fiber optic,Month-to-month,73.08,3583.06,Electronic check,No,Yes,No internet,Yes
CUST100929,Female,0,Yes,No,53,DSL,Month-to-month,65.59,3551.74,Mailed check,No,Yes,No internet,No
CUST100930,Male,0,No,No,9,No,Two year,119.41,1058.05,Electronic check,Yes,No,No,No
CUST100931,Male,0,No,No,52,Fiber optic,Month-to-month,77.49,3890.87,Credit card,No,No,No internet,No
CUST100932,Male,0,No,No,57,DSL,Month-to-month,106.81,5981.65,Credit card,No,Yes,Yes,Yes
CUST100933,Female,0,Yes,No,26,No,Month-to-month,20.77,484.71,Credit card,No,No internet,No,No
CUST100934,Female,0,Yes,No,41,No,Month-to-month,92.35,3843.44,Bank transfer,No,No,No,No
CUST100935,Male,1,Yes,Yes,35,Fiber optic,One year,54.11,1824.89,Electronic check,No,No,No,No
CUST100936,Female,0,No,No,63,Fiber optic,One year,53.71,3219.72,Electronic check,No,Yes,Yes,No
CUST100937,Female,0,No,No,25,DSL,One year,65.79,1662.98,Mailed check,Yes,Yes,No internet,No
CUST100938,Male,1,Yes,No,38,DSL,One year,36.39,1462.52,Bank transfer,No,No,No,No
CUST100939,Female,1,Yes,Yes,2,Fiber optic,One year,83.07,341.91,Mailed check,Yes,,No,No
CUST100940,Female,0,No,No,7,Fiber optic,Month-to-month,76.77,455.34,Credit card,Yes,No,No,Yes
CUST100941,Female,1,No,No,34,DSL,Month-to-month,78.65,2600.49,Credit card,No,No internet,Yes,Yes
CUST100942,Male,0,No,No,17,Fiber optic,Two year,94.18,1361.55,Electronic check,Yes,No,Yes,No
CUST100943,Female,0,Yes,No,43,Fiber optic,Month-to-month,109.87,4600.61,Electronic check,No,Yes,No,No
CUST100944,Female,0,No,No,59,DSL,One year,62.91,3626.39,Bank transfer,No,No internet,No,No
CUST100945,Male,0,Yes,No,51,DSL,Month-to-month,83.93,4208.96,Electronic check,Yes,No,No,No
CUST100946,Male,0,No,Yes,54,DSL,One year,79.32,4240.58,Credit card,Yes,Yes,Yes,No
CUST100947,Male,0,No,No,24,Fiber optic,One year,81.44,2001.9,Bank transfer,Yes,Yes,No internet,No
CUST100948,Male,0,No,Yes,25,DSL,Month-to-month,81.81,2086.17,Electronic check,No,No,No,Yes
CUST100949,Male,0,No,No,71,DSL,Month-to-month,111.76,7893.86,Mailed check,No,No,No,No
CUST100950,Female,1,Yes,No,52,Fiber optic,One year,60.51,3147.74,Mailed check,Yes,Yes,No,No
CUST100951,Male,0,Yes,No,70,DSL,Month-to-month,33.86,2261.58,Credit card,No,No,No,No
CUST100952,Female,0,No,No,33,Fiber optic,Month-to-month,54.55,1754.91,Electronic check,Yes,No,Yes,No
CUST100953,Male,0,Yes,No,49,Fiber optic,One year,90.93,4352.21,Credit card,Yes,No internet,No,No
CUST100954,Female,0,Yes,Yes,29,Fiber optic,Month-to-month,72.58,2045.63,Bank transfer,Yes,No,Yes,No
CUST100955,Male,0,No,Yes,63,Fiber optic,Two year,60.31,3947.98,Bank transfer,Yes,No internet,No internet,No
CUST100956,Female,0,No,Yes,22,Fiber optic,Month-to-month,45.09,1003.61,Electronic check,No,No,No internet,Yes
CUST100957,Male,0,No,No,26,DSL,Month-to-month,77.53,1968.24,Bank transfer,Yes,Yes,No,Yes
CUST100958,Female,1,No,No,28,Fiber optic,One year,88.11,2505.31,Bank transfer,No,Yes,Yes,No
CUST100959,Female,0,No,Yes,49,No,Month-to-month,79.65,3871.26,Mailed check,No,Yes,Yes,No
CUST100960,Male,0,No,No,71,DSL,Month-to-month,65.67,4797.28,Credit card,Yes,No,No,Yes
CUST100961,Female,0,No,Yes,49,Fiber optic,Month-to-month,75.67,3736.04,Bank transfer,Yes,No internet,No internet,No
CUST100962,Female,0,Yes,Yes,20,Fiber optic,Month-to-month,75.52,1417.55,Credit card,Yes,Yes,No,Yes
CUST100963,Male,0,No,Yes,63,DSL,Month-to-month,76.74,4940.14,Electronic check,Yes,No,No,No
CUST100964,Female,0,No,No,61,DSL,Month-to-month,42.39,2635.33,Credit card,Yes,Yes,No,No
CUST100965,Female,0,Yes,Yes,49,Fiber optic,Month-to-month,76.93,3806.95,Electronic check,Yes,No,No,No
CUST100966,Male,0,No,No,71,Fiber optic,Month-to-month,60.99,4396.41,Credit card,Yes,No internet,No,No
CUST100967,Female,0,No,No,1,DSL,One year,98.02,156.33,Credit card,No,Yes,Yes,No
CUST100968,Male,0,No,No,13,Fiber optic,One year,75.32,1020.11,Electronic check,Yes,No,No,No
CUST100969,Female,1,Yes,No,51,No,Month-to-month,92.89,4724.47,Mailed check,No,Yes,Yes,No
CUST100970,Female,0,No,No,56,DSL,One year,64.46,3682.27,Bank transfer,Yes,No,No,No
CUST100971,Female,1,Yes,Yes,62,Fiber optic,Two year,65.36,4038.54,Electronic check,No,Yes,No,No
CUST100972,Female,0,Yes,No,32,Fiber optic,One year,109.36,3605.77,Mailed check,Yes,No,No,No
CUST100973,Male,1,Yes,No,30,Fiber optic,One year,82.91,2527.14,Mailed check,No,No,No,No
CUST100974,Male,0,Yes,No,29,DSL,Month-to-month,54.14,1585.05,Credit card,Yes,No,Yes,No
CUST100975,Female,0,No,No,49,Fiber optic,Two year,94.42,4677.18,Credit card,Yes,Yes,No,No
CUST100976,Female,0,No,No,45,Fiber optic,Month-to-month,58.67,2652.79,Bank transfer,No,No,No internet,No
CUST100977,Male,0,No,Yes,30,DSL,Month-to-month,77.64,2431.19,Bank transfer,No,No,No,No
CUST100978,Male,0,No,No,16,Fiber optic,One year,117.92,1962.63,Bank transfer,No,No,Yes,No
CUST100979,Male,0,Yes,Yes,40,DSL,Month-to-month,36.22,1454.63,Mailed check,Yes,Yes,Yes,Yes
CUST100980,Female,0,Yes,Yes,19,DSL,Month-to-month,67.61,1023.89,Mailed check,No,No,Yes,No
CUST100981,Female,0,No,No,18,Fiber optic,One year,82.21,1548.83,Bank transfer,Yes,No,Yes,No
CUST100982,Female,1,Yes,No,1,No,One year,91.12,124.45,Credit card,Yes,Yes,Yes,No
CUST100983,Male,0,Yes,No,47,DSL,One year,40.97,2119.77,Bank transfer,No,Yes,Yes,No
CUST100984,Female,0,Yes,Yes,66,Fiber optic,Two year,33.61,2114.31,Bank transfer,Yes,No internet,No internet,No
CUST100985,Male,0,Yes,No,38,Fiber optic,Month-to-month,99.27,3754.78,Credit card,No,Yes,No,No
CUST100986,Male,0,No,No,51,Fiber optic,Month-to-month,53.99,2629.78,Mailed check,Yes,No internet,No,No
CUST100987,Female,0,No,Yes,63,DSL,One year,52.94,3276.99,Bank transfer,No,No,Yes,No
CUST100988,Male,0,No,Yes,4,Fiber optic,Month-to-month,110.76,567.68,Mailed check,Yes,No,No internet,No
CUST100989,Female,0,No,No,1,No,One year,73.74,73.74,Electronic check,Yes,No,No,No
CUST100990,Male,0,No,Yes,8,DSL,Month-to-month,73.91,479.89,Bank transfer,Yes,Yes,No internet,No
CUST100991,Female,1,Yes,No,29,Fiber optic,Month-to-month,67.51,2004.19,Bank transfer,No,Yes,No,No
CUST100992,Female,0,Yes,Yes,55,DSL,Month-to-month,41.4,2292.5,Mailed check,No,Yes,Yes,No
CUST100993,Male,0,Yes,No,3,Fiber optic,One year,88.89,240.33,Bank transfer,Yes,No internet,No internet,Yes
CUST100994,Male,0,Yes,No,32,DSL,Month-to-month,82.24,2426.4,Bank transfer,No,No,No,No
CUST100995,Female,0,No,No,10,DSL,Month-to-month,76.22,863.5,Bank transfer,Yes,No,No,No
CUST100996,Female,0,No,No,34,Fiber optic,Month-to-month,69.09,2330.25,Credit card,No,Yes,No,Yes
CUST100997,Male,1,Yes,No,55,Fiber optic,Month-to-month,64.69,3476.31,Mailed check,No,No,No,No
CUST100998,Female,0,No,No,32,No,Month-to-month,94.81,3059.64,Credit card,Yes,Yes,No,Yes
CUST100999,Female,0,Yes,No,50,DSL,Month-to-month,68.47,3523.99,Bank transfer,No,Yes,No,No
CUST101000,Male,0,No,No,7,No,Month-to-month,70.4,471.5,Credit card,Yes,Yes,No,Yes
CUST101001,Male,1,Yes,Yes,8,Fiber optic,Month-to-month,85.25,630.06,Bank transfer,Yes,No,No,No
CUST101002,Male,0,Yes,No,65,Fiber optic,Month-to-month,77.2,5020.84,Electronic check,No,No,No internet,No
CUST101003,Female,0,Yes,No,57,Fiber optic,One year,113.06,6475.04,Electronic check,Yes,No,No,No
CUST101004,Female,0,No,Yes,67,DSL,Two year,27.97,1912.08,Bank transfer,Yes,No,Yes,No
CUST101005,Male,1,No,No,59,Fiber optic,Month-to-month,79.5,4670.82,Mailed check,No,No internet,No,No
CUST101006,Male,0,Yes,Yes,72,Fiber optic,Month-to-month,54.36,4012.37,Bank transfer,Yes,No,Yes,No
CUST101007,Male,0,No,Yes,54,DSL,Month-to-month,48.45,2546.07,Mailed check,Yes,No,Yes,No
CUST101008,Female,0,Yes,No,67,DSL,One year,60.57,4044.37,Electronic check,Yes,No,Yes,No
CUST101009,Female,0,Yes,Yes,51,Fiber optic,Month-to-month,73.37,3727.68,Electronic check,Yes,No internet,Yes,Yes
CUST101010,Female,0,No,No,8,Fiber optic,Month-to-month,74.48,472.6,Bank transfer,Yes,No,Yes,Yes
CUST101011,Male,1,No,No,34,DSL,One year,34.07,1187.42,Electronic check,No,No,Yes,No
CUST101012,Male,0,Yes,No,35,Fiber optic,Month-to-month,58.47,2053.92,Bank transfer,Yes,Yes,No,No
CUST101013,Female,0,No,No,32,Fiber optic,One year,79.03,2513.7,Mailed check,Yes,No internet,Yes,No
CUST101014,Male,0,No,No,46,Fiber optic,Month-to-month,50.08,2344.16,Credit card,Yes,Yes,Yes,No
CUST101015,Male,0,No,Yes,16,DSL,One year,44.13,690.48,Electronic check,Yes,Yes,No,Yes
CUST101016,Male,1,No,No,68,DSL,Month-to-month,20.0,1472.8,Electronic check,Yes,No,No internet,No
CUST101017,Female,0,No,Yes,37,Fiber optic,Two year,55.42,2088.19,Bank transfer,No,No,Yes,No
CUST101018,Male,0,No,Yes,54,Fiber optic,One year,43.26,2366.03,Bank transfer,Yes,No,No internet,No
CUST101019,Male,0,Yes,Yes,14,No,Month-to-month,47.4,609.68,Electronic check,No,No,No,Yes
CUST101020,Male,0,Yes,No,55,No,Month-to-month,65.2,3434.95,Credit card,Yes,No,Yes,No
CUST101021,Male,0,Yes,No,48,DSL,Month-to-month,57.0,2800.23,Electronic check,Yes,No,No,No
CUST101022,Female,0,No,Yes,7,No,Two year,42.84,148.8,Mailed check,Yes,No,No internet,No
CUST101023,Female,0,Yes,Yes,7,DSL,Two year,20.0,118.57,Electronic check,Yes,No,No,No
CUST101024,Female,0,Yes,Yes,33,DSL,Month-to-month,79.56,2695.93,Mailed check,No,No internet,Yes,No
CUST101025,Female,0,No,Yes,23,Fiber optic,Two year,90.82,2019.47,Mailed check,No,No,Yes,No
CUST101026,Male,1,No,No,19,Fiber optic,Month-to-month,62.08,1142.63,Electronic check,Yes,No internet,Yes,No
CUST101027,Female,0,No,Yes,19,Fiber optic,Month-to-month,65.36,1130.31,Bank transfer,No,Yes,Yes,No
CUST101028,Male,0,No,No,36,DSL,Two year,72.07,2520.76,Mailed check,No,Yes,Yes,No
CUST101029,Male,0,Yes,No,29,No,One year,111.47,3169.01,Bank transfer,No,Yes,No,No
CUST101030,Male,0,No,No,60,DSL,Month-to-month,32.81,1931.61,Electronic check,Yes,No,No,No
CUST101031,Male,0,Yes,Yes,2,Fiber optic,One year,61.64,133.62,Mailed check,Yes,No internet,No,No
CUST101032,Female,0,No,Yes,1,Fiber optic,Two year,28.95,47.46,Electronic check,Yes,Yes,Yes,No
CUST101033,Female,0,Yes,No,47,Fiber optic,One year,81.06,3925.48,Bank transfer,Yes,Yes,Yes,No
CUST101034,Male,0,No,No,69,Fiber optic,Two year,68.4,4680.69,Bank transfer,No,Yes,No,No
CUST101035,Female,0,No,Yes,20,DSL,One year,77.07,1585.93,Credit card,No,No,No internet,No
CUST101036,Female,0,Yes,No,11,No,Month-to-month,75.83,783.28,Mailed check,Yes,Yes,No,No
CUST101037,Male,0,Yes,No,2,Fiber optic,Two year,96.77,327.61,Credit card,No,Yes,No,No
CUST101038,Female,0,Yes,No,67,Fiber optic,Month-to-month,85.45,5735.03,Bank transfer,No,No,Yes,Yes
CUST101039,Male,0,Yes,No,12,DSL,Two year,92.76,1096.56,Electronic check,No,No,Yes,Yes
CUST101040,Male,1,No,Yes,20,Fiber optic,Month-to-month,45.36,843.87,Electronic check,No,No,No,Yes
CUST101041,Male,1,No,No,5,No,One year,101.83,581.64,Mailed check,No,No,No,Yes
CUST101042,Female,0,Yes,No,37,Fiber optic,Month-to-month,53.94,2006.16,Bank transfer,Yes,No,Yes,No
CUST101043,Male,0,Yes,No,38,Fiber optic,Month-to-month,55.38,2120.8,Electronic check,No,Yes,Yes,No
CUST101044,Male,0,No,No,9,Fiber optic,Month-to-month,78.77,624.44,Bank transfer,Yes,No internet,No,No
CUST101045,Male,0,Yes,No,53,Fiber optic,Two year,79.55,4153.57,Bank transfer,Yes,No,Yes,No
CUST101046,Female,0,Yes,Yes,44,DSL,Two year,45.2,1847.87,Mailed check,Yes,Yes,No internet,No
CUST101047,Male,0,Yes,Yes,24,Fiber optic,Month-to-month,67.67,1583.33,Electronic check,No,Yes,Yes,No
CUST101048,Male,0,No,Yes,30,Fiber optic,Two year,109.21,3237.95,Bank transfer,Yes,Yes,No internet,Yes
CUST101049,Male,0,No,Yes,59,Fiber optic,Two year,35.29,1974.55,Electronic check,No,No,No,No
CUST101050,Male,0,No,No,14,Fiber optic,One year,109.13,1522.03,Electronic check,Yes,No,No,No
CUST101051,Female,0,No,No,9,Fiber optic,Month-to-month,65.96,565.78,Bank transfer,Yes,No,No,Yes
CUST101052,Male,0,No,No,40,DSL,Two year,20.0,741.93,Electronic check,Yes,Yes,No,No
CUST101053,Female,0,No,No,66,DSL,One year,37.83,2428.19,Mailed check,Yes,No internet,No,Yes
CUST101054,Male,1,No,No,25,No,Two year,47.91,1211.01,Electronic check,Yes,No internet,Yes,No
CUST101055,Female,0,No,No,22,Fiber optic,Two year,56.4,1178.55,Mailed check,Yes,No,Yes,No
CUST101056,Male,0,No,No,4,Fiber optic,Two year,69.38,409.07,Electronic check,Yes,No,No,No
CUST101057,Female,0,No,No,26,Fiber optic,One year,20.0,505.31,Electronic check,No,No,Yes,No
CUST101058,Female,0,No,No,58,Fiber optic,Month-to-month,76.67,4520.33,Mailed check,Yes,No,Yes,Yes
CUST101059,Male,0,No,No,29,DSL,Month-to-month,45.62,1231.34,Mailed check,No,No,No internet,No
CUST101060,Male,1,No,No,37,DSL,Month-to-month,106.76,3937.15,Credit card,Yes,Yes,No internet,Yes
CUST101061,Male,0,Yes,No,70,DSL,Month-to-month,65.25,4491.25,Mailed check,Yes,No,No,No
